I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.228,0.09,-0.138,-0.159,0.183,-0.024,-0.141,-1.11,-1.14,-1.489,-0.064,3.526
0.251,0.141,-0.11,-0.196,0.18,0.016,-0.292,-1.695,-1.63,-2.073,-0.41,3.548
0.273,0.081,-0.192,-0.177,0.232,-0.055,-0.346,-1.801,-1.556,-1.761,-0.448,3.53
0.441,-0.185,-0.626,-0.128,0.534,-0.405,-0.333,-1.233,-1.131,-1.163,-0.37,3.412
0.322,-0.175,-0.497,-0.073,0.41,-0.336,-0.13,-0.549,-0.508,-0.559,-0.258,3.107
0.121,-0.042,-0.164,-0.039,0.143,-0.103,0.107,-0.208,-0.103,-0.129,-0.001,2.887
0.111,-0.007,-0.118,-0.052,0.115,-0.062,0.137,-0.134,-0.026,-0.027,0.077,2.845
0.111,0.014,-0.097,-0.062,0.103,-0.041,0.145,-0.123,0.016,0.005,0.068,2.762
0.11,0.016,-0.094,-0.063,0.102,-0.039,0.16,-0.112,0.028,0.029,0.086,2.686
0.094,0.016,-0.078,-0.055,0.086,-0.03,0.178,-0.103,0.044,0.042,0.083,2.611
0.091,0.013,-0.078,-0.052,0.084,-0.032,0.188,-0.092,0.049,0.052,0.09,2.525
0.084,0.032,-0.052,-0.058,0.068,-0.01,0.182,-0.079,0.054,0.055,0.089,2.465
0.103,0.038,-0.066,-0.07,0.084,-0.014,0.186,-0.065,0.079,0.07,0.09,2.408
0.105,0.033,-0.072,-0.069,0.088,-0.019,0.185,-0.052,0.079,0.069,0.09,2.34
0.069,0.031,-0.039,-0.05,0.054,-0.004,0.192,-0.043,0.083,0.079,0.09,2.273
0.075,0.026,-0.049,-0.05,0.062,-0.012,0.202,-0.035,0.086,0.085,0.09,2.207
0.064,0.023,-0.041,-0.043,0.052,-0.009,0.212,-0.026,0.084,0.077,0.09,2.142
0.072,0.019,-0.053,-0.045,0.062,-0.016,0.204,-0.018,0.098,0.073,0.088,2.063
0.096,0.015,-0.08,-0.055,0.087,-0.032,0.218,-0.007,0.107,0.066,0.083,1.985
0.084,0.01,-0.075,-0.047,0.079,-0.032,0.238,0.002,0.104,0.061,0.08,1.912
0.076,0.005,-0.07,-0.041,0.073,-0.032,0.233,0.013,0.106,0.064,0.077,1.827
0.065,0.001,-0.064,-0.033,0.064,-0.031,0.238,0.023,0.105,0.066,0.072,1.759
0.055,-0.004,-0.059,-0.026,0.058,-0.031,0.24,0.033,0.113,0.068,0.07,1.685
0.046,-0.007,-0.053,-0.019,0.05,-0.03,0.24,0.044,0.123,0.072,0.075,1.603
0.05,-0.011,-0.061,-0.019,0.055,-0.035,0.245,0.051,0.129,0.069,0.075,1.538
0.066,-0.014,-0.08,-0.026,0.074,-0.046,0.266,0.075,0.158,0.085,0.075,1.489
0.062,-0.018,-0.08,-0.022,0.072,-0.049,0.274,0.082,0.165,0.095,0.074,1.441
0.06,-0.02,-0.08,-0.02,0.07,-0.05,0.253,0.068,0.147,0.088,0.078,1.395
0.071,-0.015,-0.086,-0.028,0.079,-0.051,0.232,0.054,0.126,0.078,0.093,1.367
0.068,-0.015,-0.084,-0.026,0.076,-0.05,0.213,0.025,0.082,0.04,0.092,1.347
0.072,-0.013,-0.085,-0.029,0.079,-0.049,0.2,-0.01,0.039,0.0,0.085,1.323
0.095,-0.01,-0.105,-0.042,0.1,-0.058,0.187,-0.045,0.008,-0.033,0.081,1.29
0.105,-0.009,-0.114,-0.047,0.109,-0.061,0.178,-0.06,-0.006,-0.052,0.075,1.256
0.1,-0.015,-0.116,-0.042,0.108,-0.065,0.173,-0.061,-0.016,-0.066,0.07,1.224
0.079,-0.042,-0.121,-0.018,0.101,-0.082,0.164,-0.065,-0.029,-0.08,0.078,1.194
0.082,-0.056,-0.138,-0.013,0.111,-0.097,0.158,-0.067,-0.035,-0.08,0.091,1.155
0.099,-0.054,-0.153,-0.022,0.126,-0.103,0.15,-0.071,-0.044,-0.08,0.088,1.113
0.091,-0.055,-0.146,-0.017,0.119,-0.101,0.146,-0.069,-0.044,-0.08,0.083,1.075
0.09,-0.054,-0.145,-0.017,0.118,-0.1,0.143,-0.078,-0.046,-0.08,0.082,1.034
0.087,-0.056,-0.142,-0.015,0.115,-0.099,0.14,-0.087,-0.055,-0.078,0.073,0.998
0.084,-0.054,-0.138,-0.015,0.111,-0.095,0.138,-0.082,-0.053,-0.074,0.083,0.96
0.086,-0.063,-0.149,-0.011,0.118,-0.106,0.134,-0.08,-0.049,-0.072,0.105,0.896
0.076,-0.072,-0.148,-0.002,0.112,-0.11,0.138,-0.076,-0.046,-0.069,0.105,0.837
0.092,-0.063,-0.156,-0.014,0.125,-0.109,0.144,-0.075,-0.041,-0.066,0.108,0.801
0.116,-0.071,-0.187,-0.022,0.152,-0.129,0.153,-0.071,-0.039,-0.064,0.11,0.764
0.092,-0.085,-0.176,-0.003,0.134,-0.13,0.163,-0.06,-0.034,-0.061,0.112,0.726
0.065,-0.086,-0.15,0.01,0.108,-0.118,0.157,-0.05,-0.029,-0.06,0.12,0.684
0.081,-0.084,-0.165,0.002,0.123,-0.124,0.168,-0.041,-0.025,-0.06,0.125,0.644
0.105,-0.081,-0.186,-0.012,0.146,-0.133,0.179,-0.04,-0.02,-0.06,0.127,0.643
0.098,-0.079,-0.177,-0.009,0.138,-0.128,0.182,-0.04,-0.016,-0.059,0.139,0.642
0.088,-0.082,-0.17,-0.003,0.129,-0.126,0.194,-0.04,-0.011,-0.064,0.157,0.626
0.08,-0.085,-0.165,0.003,0.123,-0.125,0.191,-0.04,-0.01,-0.075,0.162,0.618
0.071,-0.085,-0.156,0.007,0.114,-0.12,0.184,-0.04,-0.01,-0.075,0.162,0.596
0.071,-0.087,-0.158,0.008,0.115,-0.123,0.18,-0.049,-0.01,-0.075,0.169,0.572
0.069,-0.09,-0.16,0.011,0.115,-0.125,0.173,-0.047,-0.01,-0.075,0.191,0.569
0.077,-0.09,-0.167,0.007,0.122,-0.128,0.169,-0.038,-0.01,-0.075,0.197,0.57
0.081,-0.086,-0.168,0.003,0.125,-0.127,0.165,-0.033,-0.01,-0.073,0.198,0.566
0.09,-0.081,-0.172,-0.005,0.131,-0.126,0.165,-0.025,-0.01,-0.066,0.203,0.565
0.096,-0.076,-0.172,-0.01,0.134,-0.124,0.165,-0.021,-0.01,-0.059,0.207,0.563
0.103,-0.073,-0.176,-0.014,0.139,-0.124,0.165,-0.026,-0.01,-0.053,0.227,0.573
0.112,-0.067,-0.179,-0.022,0.145,-0.122,0.165,-0.042,-0.01,-0.046,0.246,0.58
0.068,-0.065,-0.132,-0.001,0.101,-0.098,0.168,-0.044,-0.006,-0.04,0.258,0.572
0.067,-0.077,-0.143,0.005,0.105,-0.11,0.171,-0.035,0.0,-0.035,0.262,0.57
0.086,-0.081,-0.167,-0.002,0.126,-0.124,0.174,-0.03,0.005,-0.032,0.266,0.564
0.068,-0.079,-0.147,0.006,0.107,-0.113,0.174,-0.022,0.011,-0.028,0.273,0.561
0.064,-0.077,-0.141,0.007,0.102,-0.108,0.168,-0.016,0.017,-0.024,0.281,0.553
0.057,-0.074,-0.132,0.009,0.095,-0.103,0.164,-0.011,0.02,-0.021,0.293,0.535
0.046,-0.075,-0.121,0.015,0.084,-0.098,0.159,-0.01,0.02,-0.017,0.297,0.519
0.053,-0.075,-0.127,0.011,0.09,-0.101,0.155,-0.01,0.02,-0.015,0.302,0.497
0.087,-0.075,-0.162,-0.006,0.125,-0.118,0.15,-0.005,0.02,-0.012,0.303,0.474
0.092,-0.075,-0.167,-0.008,0.13,-0.121,0.153,-0.005,0.02,-0.009,0.314,0.446
0.089,-0.075,-0.164,-0.007,0.127,-0.119,0.155,-0.004,0.02,-0.006,0.336,0.414
0.095,-0.075,-0.171,-0.01,0.134,-0.123,0.155,0.0,0.017,-0.005,0.334,0.38
0.095,-0.074,-0.169,-0.01,0.133,-0.121,0.16,0.0,0.009,-0.01,0.335,0.347
0.094,-0.075,-0.169,-0.009,0.132,-0.122,0.159,0.002,0.006,-0.01,0.335,0.322
0.09,-0.075,-0.165,-0.007,0.128,-0.12,0.161,0.005,0.023,-0.011,0.335,0.299
0.088,-0.075,-0.163,-0.006,0.126,-0.119,0.165,0.005,0.032,-0.015,0.335,0.276
0.069,-0.09,-0.16,0.01,0.115,-0.124,0.165,0.001,0.029,-0.015,0.335,0.25
0.06,-0.097,-0.156,0.019,0.108,-0.126,0.165,0.0,0.026,-0.013,0.35,0.227
0.061,-0.094,-0.155,0.017,0.108,-0.124,0.165,0.0,0.024,-0.009,0.356,0.207
0.063,-0.092,-0.155,0.015,0.109,-0.123,0.165,0.0,0.019,-0.007,0.353,0.188
0.066,-0.089,-0.155,0.012,0.11,-0.121,0.162,0.0,0.022,-0.004,0.357,0.173
0.064,-0.091,-0.155,0.014,0.109,-0.122,0.157,0.001,0.042,-0.001,0.369,0.153
0.061,-0.094,-0.155,0.017,0.108,-0.125,0.154,0.008,0.047,0.002,0.37,0.126
0.059,-0.095,-0.155,0.018,0.108,-0.125,0.151,0.013,0.045,0.004,0.37,0.102
0.061,-0.095,-0.156,0.017,0.109,-0.125,0.146,0.018,0.046,0.008,0.389,0.082
0.065,-0.095,-0.16,0.015,0.113,-0.127,0.146,0.024,0.045,0.01,0.396,0.063
0.065,-0.095,-0.159,0.015,0.113,-0.126,0.15,0.029,0.045,0.012,0.394,0.06
0.065,-0.097,-0.162,0.016,0.114,-0.129,0.15,0.033,0.039,0.016,0.395,0.059
0.065,-0.1,-0.165,0.018,0.115,-0.132,0.155,0.036,0.041,0.01,0.395,0.06
0.064,-0.1,-0.164,0.018,0.114,-0.131,0.155,0.035,0.037,0.02,0.394,0.059
0.072,-0.1,-0.172,0.014,0.122,-0.135,0.155,0.035,0.034,0.031,0.39,0.065
0.06,-0.101,-0.161,0.021,0.111,-0.131,0.156,0.036,0.036,0.031,0.39,0.132
0.033,-0.099,-0.132,0.033,0.083,-0.115,0.154,0.032,0.033,0.027,0.388,0.219
0.037,-0.101,-0.138,0.033,0.087,-0.119,0.156,0.032,0.038,0.027,0.386,0.276
0.034,-0.099,-0.133,0.033,0.083,-0.115,0.153,0.02,0.031,0.021,0.383,0.314
0.029,-0.101,-0.131,0.036,0.08,-0.116,0.158,0.024,0.042,0.032,0.389,0.332
0.033,-0.1,-0.132,0.033,0.082,-0.116,0.158,0.01,0.038,0.038,0.388,0.34
0.024,-0.099,-0.124,0.038,0.074,-0.111,0.162,0.014,0.057,0.041,0.392,0.356
0.051,-0.1,-0.152,0.025,0.102,-0.125,0.159,0.013,0.063,0.041,0.388,0.366
0.058,-0.082,-0.141,0.012,0.1,-0.111,0.16,0.045,0.091,0.067,0.401,0.368
0.079,-0.085,-0.164,0.003,0.122,-0.124,0.146,0.104,0.14,0.202,0.459,0.393
0.077,-0.055,-0.132,-0.011,0.105,-0.093,0.026,-0.208,-0.16,-0.074,0.503,0.443
0.133,-0.078,-0.211,-0.027,0.172,-0.145,-0.132,-0.778,-0.837,-1.038,0.438,0.558
0.217,-0.005,-0.222,-0.105,0.219,-0.113,-0.32,-1.389,-1.46,-1.838,0.135,0.703
0.216,0.021,-0.195,-0.119,0.205,-0.086,-0.388,-1.643,-1.518,-1.727,-0.029,0.786
0.359,-0.255,-0.614,-0.052,0.487,-0.434,-0.346,-1.166,-1.124,-1.141,0.02,0.749
0.288,-0.301,-0.589,0.007,0.439,-0.444,-0.191,-0.467,-0.543,-0.541,0.105,0.534
0.077,-0.172,-0.249,0.047,0.163,-0.21,0.086,-0.034,-0.038,-0.045,0.338,0.37
0.049,-0.137,-0.186,0.044,0.118,-0.161,0.167,0.083,0.085,0.092,0.433,0.348
0.028,-0.116,-0.144,0.044,0.087,-0.13,0.173,0.092,0.094,0.101,0.422,0.32
0.055,-0.114,-0.169,0.03,0.112,-0.141,0.184,0.094,0.102,0.134,0.441,0.308
0.055,-0.112,-0.167,0.029,0.111,-0.14,0.17,0.106,0.115,0.143,0.436,0.291
0.028,-0.134,-0.162,0.053,0.095,-0.147,0.175,0.116,0.137,0.157,0.442,0.274
0.023,-0.136,-0.159,0.057,0.092,-0.147,0.165,0.115,0.133,0.16,0.438,0.261
0.016,-0.133,-0.149,0.059,0.083,-0.141,0.166,0.137,0.137,0.162,0.441,0.245
0.011,-0.137,-0.148,0.063,0.08,-0.142,0.169,0.141,0.133,0.159,0.44,0.235
0.01,-0.133,-0.143,0.062,0.077,-0.138,0.17,0.14,0.149,0.16,0.436,0.224
0.009,-0.136,-0.146,0.064,0.078,-0.141,0.17,0.145,0.156,0.16,0.434,0.218
0.011,-0.134,-0.145,0.062,0.078,-0.139,0.17,0.145,0.154,0.16,0.43,0.206
0.008,-0.137,-0.145,0.065,0.077,-0.14,0.168,0.144,0.156,0.159,0.428,0.199
-0.007,-0.152,-0.145,0.08,0.07,-0.149,0.181,0.153,0.154,0.168,0.425,0.189
-0.012,-0.156,-0.144,0.084,0.066,-0.15,0.199,0.167,0.156,0.182,0.424,0.184
-0.018,-0.155,-0.137,0.086,0.06,-0.146,0.207,0.169,0.153,0.18,0.416,0.174
-0.023,-0.155,-0.132,0.089,0.055,-0.143,0.227,0.175,0.168,0.181,0.407,0.167
-0.035,-0.156,-0.121,0.096,0.044,-0.139,0.242,0.178,0.182,0.181,0.4,0.16
-0.041,-0.162,-0.122,0.102,0.041,-0.142,0.246,0.182,0.192,0.18,0.391,0.148
-0.059,-0.16,-0.101,0.11,0.021,-0.13,0.245,0.197,0.207,0.181,0.394,0.212
-0.039,-0.157,-0.118,0.098,0.04,-0.138,0.246,0.216,0.219,0.185,0.393,0.282
-0.008,-0.155,-0.147,0.081,0.07,-0.15,0.246,0.23,0.238,0.201,0.4,0.326
-0.035,-0.152,-0.117,0.093,0.041,-0.134,0.238,0.223,0.234,0.207,0.413,0.36
-0.029,-0.15,-0.121,0.089,0.046,-0.136,0.228,0.213,0.221,0.198,0.419,0.422
-0.028,-0.147,-0.119,0.087,0.046,-0.132,0.207,0.18,0.214,0.194,0.43,0.547
-0.019,-0.141,-0.122,0.08,0.051,-0.131,0.182,0.136,0.185,0.179,0.43,0.635
-0.006,-0.136,-0.13,0.071,0.062,-0.133,0.163,0.108,0.147,0.153,0.429,0.715
0.002,-0.133,-0.135,0.066,0.069,-0.134,0.154,0.088,0.121,0.137,0.43,0.795
0.035,-0.126,-0.161,0.046,0.099,-0.144,0.156,0.072,0.104,0.128,0.43,0.843
0.028,-0.127,-0.155,0.05,0.092,-0.141,0.153,0.056,0.086,0.113,0.429,0.871
0.019,-0.131,-0.15,0.056,0.084,-0.14,0.15,0.05,0.073,0.108,0.431,0.892
0.007,-0.14,-0.147,0.067,0.078,-0.143,0.15,0.04,0.069,0.102,0.429,0.913
-0.004,-0.143,-0.14,0.074,0.068,-0.142,0.148,0.039,0.067,0.102,0.431,0.932
0.012,-0.135,-0.147,0.061,0.08,-0.141,0.137,0.023,0.064,0.098,0.429,0.941
0.028,-0.13,-0.158,0.052,0.093,-0.144,0.128,0.026,0.06,0.094,0.43,0.939
0.024,-0.121,-0.144,0.049,0.084,-0.132,0.116,0.009,0.061,0.098,0.433,0.941
0.033,-0.116,-0.149,0.042,0.091,-0.132,0.098,0.011,0.067,0.109,0.434,0.938
0.05,-0.085,-0.135,0.018,0.093,-0.11,0.048,-0.005,0.062,0.175,0.473,0.975
0.105,-0.034,-0.139,-0.035,0.122,-0.086,-0.065,-0.091,-0.005,0.179,0.539,1.048
0.212,0.079,-0.133,-0.145,0.172,-0.027,-0.152,-0.122,-0.011,0.32,0.67,1.142
0.287,0.151,-0.136,-0.219,0.211,0.007,-0.269,-0.246,-0.068,0.467,0.844,1.255
0.425,0.246,-0.179,-0.335,0.302,0.033,-0.449,-0.383,-0.143,0.679,1.15,1.439
0.494,0.421,-0.073,-0.457,0.283,0.174,-0.501,-0.489,-0.022,0.92,1.437,1.662
0.484,0.277,-0.207,-0.38,0.345,0.035,-0.387,-0.194,0.045,0.134,1.279,1.666
0.529,0.059,-0.47,-0.294,0.499,-0.205,-0.343,-0.173,-0.197,-0.881,0.811,1.601
0.489,0.007,-0.482,-0.248,0.486,-0.237,-0.407,-0.791,-0.632,-0.951,0.502,1.567
0.396,-0.05,-0.447,-0.173,0.422,-0.248,-0.343,-0.796,-0.726,-0.755,0.326,1.475
0.332,-0.142,-0.474,-0.095,0.404,-0.308,-0.198,-0.514,-0.508,-0.577,0.174,1.288
0.184,-0.226,-0.41,0.021,0.297,-0.318,0.004,-0.195,-0.186,-0.175,0.242,0.931
-0.027,-0.212,-0.185,0.119,0.079,-0.198,0.187,0.064,0.064,0.069,0.339,0.779
-0.081,-0.196,-0.115,0.139,0.017,-0.155,0.206,0.052,0.071,0.069,0.339,0.78
-0.081,-0.192,-0.111,0.137,0.015,-0.151,0.204,0.074,0.076,0.079,0.329,0.683
-0.094,-0.186,-0.092,0.14,-0.001,-0.139,0.206,0.06,0.078,0.073,0.313,0.637
-0.089,-0.187,-0.098,0.139,0.005,-0.143,0.204,0.066,0.078,0.075,0.307,0.606
-0.097,-0.181,-0.083,0.139,-0.007,-0.131,0.206,0.066,0.082,0.076,0.294,0.59
-0.095,-0.181,-0.085,0.138,-0.005,-0.133,0.208,0.063,0.074,0.07,0.286,0.575
-0.107,-0.181,-0.074,0.144,-0.016,-0.128,0.216,0.068,0.077,0.063,0.274,0.548
-0.114,-0.186,-0.072,0.15,-0.02,-0.129,0.233,0.086,0.073,0.055,0.266,0.537
-0.119,-0.184,-0.065,0.152,-0.026,-0.125,0.27,0.114,0.071,0.049,0.248,0.518
-0.125,-0.185,-0.06,0.155,-0.032,-0.122,0.287,0.118,0.069,0.04,0.217,0.484
-0.13,-0.185,-0.055,0.158,-0.037,-0.12,0.305,0.122,0.069,0.035,0.182,0.446
-0.135,-0.184,-0.049,0.16,-0.042,-0.116,0.32,0.119,0.064,0.018,0.137,0.42
-0.154,-0.197,-0.043,0.176,-0.055,-0.12,0.318,0.121,0.061,0.003,0.082,0.39
-0.16,-0.198,-0.038,0.179,-0.061,-0.118,0.329,0.12,0.058,-0.014,0.023,0.358
-0.171,-0.201,-0.03,0.187,-0.07,-0.116,0.342,0.123,0.053,-0.029,-0.023,0.318
-0.189,-0.205,-0.016,0.197,-0.086,-0.111,0.336,0.126,0.051,-0.024,-0.086,0.29
-0.191,-0.195,-0.004,0.193,-0.093,-0.099,0.322,0.125,0.053,0.001,-0.142,0.284
-0.209,-0.177,0.032,0.193,-0.12,-0.072,0.309,0.129,0.073,0.036,-0.172,0.28
-0.183,-0.154,0.029,0.168,-0.105,-0.062,0.284,0.13,0.092,0.079,-0.19,0.272
-0.142,-0.143,0.0,0.143,-0.071,-0.071,0.256,0.13,0.109,0.126,-0.176,0.273
-0.139,-0.115,0.024,0.127,-0.081,-0.046,0.211,0.119,0.14,0.164,-0.142,0.308
-0.115,-0.099,0.017,0.107,-0.066,-0.041,0.172,0.101,0.137,0.164,-0.128,0.341
-0.063,-0.095,-0.032,0.079,-0.015,-0.063,0.169,0.087,0.113,0.141,-0.143,0.367
-0.047,-0.084,-0.037,0.065,-0.005,-0.06,0.17,0.079,0.106,0.124,-0.154,0.391
-0.035,-0.078,-0.043,0.057,0.004,-0.06,0.169,0.073,0.099,0.108,-0.182,0.391
-0.013,-0.07,-0.058,0.042,0.023,-0.064,0.17,0.065,0.092,0.092,-0.208,0.38
-0.016,-0.07,-0.054,0.044,0.019,-0.061,0.17,0.057,0.086,0.077,-0.22,0.373
-0.014,-0.07,-0.055,0.042,0.021,-0.062,0.16,0.051,0.08,0.067,-0.257,0.354
-0.01,-0.065,-0.055,0.038,0.023,-0.06,0.144,0.045,0.074,0.059,-0.28,0.316
-0.01,-0.065,-0.055,0.038,0.023,-0.06,0.133,0.042,0.069,0.05,-0.296,0.283
-0.014,-0.065,-0.051,0.04,0.019,-0.058,0.126,0.038,0.063,0.041,-0.315,0.256
-0.02,-0.065,-0.045,0.043,0.013,-0.055,0.121,0.035,0.058,0.035,-0.333,0.239
-0.025,-0.065,-0.04,0.045,0.008,-0.052,0.116,0.03,0.051,0.035,-0.352,0.225
-0.03,-0.065,-0.035,0.048,0.003,-0.05,0.11,0.032,0.053,0.034,-0.368,0.187
-0.038,-0.065,-0.027,0.052,-0.005,-0.046,0.105,0.036,0.062,0.03,-0.382,0.159
-0.034,-0.065,-0.03,0.05,-0.001,-0.048,0.11,0.041,0.067,0.03,-0.39,0.137
-0.023,-0.069,-0.046,0.046,0.011,-0.057,0.109,0.051,0.078,0.03,-0.418,0.143
-0.025,-0.07,-0.045,0.048,0.01,-0.057,0.116,0.049,0.081,0.03,-0.432,0.136
-0.025,-0.07,-0.045,0.048,0.01,-0.057,0.136,0.046,0.079,0.03,-0.429,0.141
-0.025,-0.07,-0.045,0.048,0.01,-0.057,0.148,0.043,0.08,0.03,-0.43,0.14
-0.025,-0.07,-0.045,0.048,0.01,-0.057,0.156,0.041,0.08,0.03,-0.433,0.147
-0.026,-0.069,-0.043,0.048,0.009,-0.055,0.153,0.039,0.08,0.03,-0.446,0.154
-0.027,-0.063,-0.036,0.045,0.005,-0.049,0.147,0.035,0.08,0.026,-0.445,-0.05
-0.024,-0.056,-0.031,0.04,0.004,-0.043,0.144,0.046,0.089,0.022,-0.444,0.248
-0.023,-0.049,-0.026,0.037,0.001,-0.037,0.138,0.042,0.09,0.019,-0.445,1.028
-0.023,-0.042,-0.019,0.033,-0.002,-0.031,0.135,0.028,0.085,0.015,-0.444,1.532
-0.02,-0.035,-0.015,0.028,-0.002,-0.025,0.13,0.018,0.082,0.01,-0.443,1.87
-0.031,-0.041,-0.009,0.036,-0.01,-0.025,0.125,0.009,0.077,0.012,-0.439,2.043
-0.041,-0.046,-0.006,0.044,-0.017,-0.026,0.121,0.011,0.074,0.016,-0.44,2.149
-0.042,-0.044,-0.002,0.044,-0.02,-0.023,0.116,0.008,0.07,0.014,-0.44,2.209
-0.052,-0.043,0.008,0.047,-0.03,-0.017,0.111,0.006,0.07,0.016,-0.44,2.219
-0.046,-0.039,0.007,0.042,-0.027,-0.016,0.111,0.004,0.069,0.014,-0.44,2.223
-0.031,-0.04,-0.009,0.036,-0.011,-0.024,0.117,0.004,0.072,0.016,-0.432,2.193
-0.021,-0.037,-0.016,0.029,-0.002,-0.027,0.113,-0.001,0.067,0.009,-0.426,2.178
-0.019,-0.033,-0.014,0.026,-0.002,-0.023,0.117,-0.003,0.075,0.011,-0.415,2.131
-0.013,-0.037,-0.024,0.025,0.006,-0.031,0.131,-0.005,0.073,0.01,-0.41,2.09
-0.019,-0.027,-0.007,0.023,-0.006,-0.017,0.142,-0.012,0.077,0.009,-0.401,2.058
-0.023,-0.034,-0.011,0.029,-0.006,-0.022,0.154,-0.006,0.08,0.011,-0.393,2.018
-0.03,-0.024,0.006,0.027,-0.018,-0.009,0.16,0.009,0.096,0.02,-0.373,1.994
-0.06,-0.027,0.032,0.044,-0.046,0.003,0.177,0.075,0.179,0.146,-0.341,1.991
-0.055,-0.005,0.049,0.03,-0.052,0.022,0.111,-0.07,0.012,0.017,-0.322,1.975
0.02,0.023,0.003,-0.021,0.008,0.013,-0.054,-0.577,-0.583,-0.784,-0.335,2.004
0.111,0.009,-0.101,-0.06,0.106,-0.046,-0.239,-1.204,-1.286,-1.751,-0.644,2.098
0.087,0.075,-0.012,-0.081,0.049,0.032,-0.359,-1.64,-1.544,-1.946,-0.904,2.147
0.204,-0.099,-0.303,-0.052,0.253,-0.201,-0.41,-1.466,-1.305,-1.438,-0.81,2.165
0.28,-0.317,-0.597,0.018,0.439,-0.457,-0.343,-0.767,-0.778,-0.85,-0.747,2.015
0.065,-0.207,-0.272,0.071,0.169,-0.239,-0.073,-0.197,-0.189,-0.277,-0.572,1.734
-0.021,-0.098,-0.077,0.06,0.028,-0.087,0.091,-0.017,0.07,0.009,-0.373,1.645
-0.036,-0.069,-0.033,0.052,-0.001,-0.05,0.107,0.032,0.115,0.042,-0.351,1.633
-0.03,-0.049,-0.019,0.04,-0.005,-0.034,0.13,0.06,0.125,0.078,-0.332,1.591
-0.03,-0.065,-0.035,0.048,0.003,-0.05,0.151,0.072,0.15,0.099,-0.328,1.564
-0.085,-0.081,0.003,0.083,-0.044,-0.039,0.175,0.084,0.175,0.124,-0.321,1.526
-0.077,-0.079,-0.002,0.078,-0.037,-0.041,0.179,0.083,0.169,0.119,-0.313,1.49
-0.077,-0.075,0.001,0.076,-0.039,-0.036,0.191,0.091,0.177,0.12,-0.308,1.45
-0.072,-0.074,-0.002,0.073,-0.034,-0.038,0.187,0.1,0.177,0.121,-0.305,1.419
-0.063,-0.069,-0.006,0.067,-0.028,-0.038,0.182,0.117,0.181,0.119,-0.312,1.389
-0.067,-0.07,-0.003,0.069,-0.032,-0.036,0.181,0.127,0.184,0.121,-0.308,1.359
-0.066,-0.078,-0.013,0.072,-0.026,-0.045,0.174,0.125,0.186,0.119,-0.311,1.329
-0.059,-0.081,-0.022,0.07,-0.018,-0.051,0.178,0.131,0.19,0.121,-0.309,1.299
-0.058,-0.076,-0.018,0.068,-0.02,-0.047,0.18,0.13,0.192,0.12,-0.31,1.267
-0.061,-0.074,-0.012,0.068,-0.024,-0.043,0.18,0.137,0.195,0.12,-0.31,1.234
-0.064,-0.071,-0.007,0.068,-0.029,-0.039,0.18,0.149,0.199,0.122,-0.309,1.204
-0.066,-0.068,-0.002,0.067,-0.032,-0.035,0.18,0.16,0.212,0.126,-0.31,1.175
-0.086,-0.082,0.005,0.083,-0.045,-0.038,0.181,0.179,0.224,0.126,-0.308,1.143
-0.106,-0.097,0.009,0.101,-0.057,-0.044,0.186,0.184,0.232,0.13,-0.317,1.105
-0.101,-0.094,0.007,0.097,-0.053,-0.043,0.209,0.202,0.253,0.138,-0.314,1.081
-0.121,-0.097,0.024,0.109,-0.072,-0.037,0.232,0.228,0.271,0.15,-0.301,1.063
-0.134,-0.1,0.034,0.117,-0.084,-0.033,0.242,0.231,0.287,0.162,-0.294,1.055
-0.124,-0.1,0.025,0.112,-0.074,-0.037,0.244,0.23,0.293,0.165,-0.276,1.048
-0.117,-0.097,0.02,0.106,-0.068,-0.038,0.227,0.203,0.266,0.141,-0.263,1.042
-0.072,-0.092,-0.02,0.083,-0.026,-0.056,0.211,0.156,0.219,0.1,-0.244,1.035
-0.062,-0.089,-0.027,0.076,-0.017,-0.058,0.194,0.115,0.169,0.06,-0.255,1.029
-0.127,-0.086,0.042,0.106,-0.084,-0.022,0.162,0.087,0.144,0.023,-0.282,1.041
-0.108,-0.081,0.027,0.094,-0.068,-0.026,0.134,0.072,0.108,0.002,-0.276,1.025
-0.065,-0.081,-0.016,0.073,-0.024,-0.048,0.122,0.057,0.081,-0.028,-0.273,0.996
-0.075,-0.085,-0.01,0.081,-0.032,-0.047,0.114,0.049,0.079,-0.05,-0.27,0.976
-0.04,-0.085,-0.045,0.062,0.003,-0.064,0.105,0.043,0.07,-0.05,-0.265,0.95
-0.012,-0.087,-0.075,0.05,0.032,-0.081,0.095,0.035,0.065,-0.05,-0.265,0.936
-0.015,-0.091,-0.075,0.054,0.03,-0.082,0.09,0.028,0.057,-0.05,-0.275,0.922
-0.015,-0.09,-0.075,0.053,0.03,-0.082,0.089,0.02,0.057,-0.05,-0.281,0.91
-0.017,-0.087,-0.07,0.052,0.027,-0.078,0.087,0.016,0.061,-0.05,-0.279,0.885
-0.014,-0.084,-0.07,0.049,0.029,-0.077,0.083,0.01,0.06,-0.05,-0.28,0.863
-0.017,-0.086,-0.068,0.052,0.026,-0.077,0.09,0.014,0.06,-0.05,-0.28,0.84
-0.018,-0.084,-0.065,0.051,0.024,-0.074,0.112,0.028,0.06,-0.05,-0.28,0.729
