I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.113,0.035,-0.078,-0.07400000000000001,0.0955,-0.0215,0.185,-0.055,0.08,0.07,0.09,2.361
0.105,0.035,-0.07,-0.07,0.0875,-0.017499999999999995,0.185,-0.055,0.08,0.07,0.09,2.345
0.097,0.035,-0.062,-0.066,0.0795,-0.013499999999999998,0.185,-0.051,0.08,0.07,0.09,2.333
0.086,0.032,-0.054,-0.059,0.06999999999999999,-0.010999999999999996,0.188,-0.05,0.08,0.07,0.09,2.321
0.077,0.029,-0.047,-0.053,0.0625,-0.009499999999999998,0.191,-0.048,0.08,0.07,0.09,2.308
0.075,0.03,-0.045,-0.0525,0.06,-0.0075,0.19,-0.045,0.08,0.069,0.09,2.298
0.075,0.03,-0.045,-0.0525,0.06,-0.0075,0.19,-0.045,0.08,0.07,0.09,2.29
0.075,0.03,-0.045,-0.0525,0.06,-0.0075,0.194,-0.041,0.084,0.087,0.09,2.274
0.075,0.03,-0.045,-0.0525,0.06,-0.0075,0.196,-0.039,0.085,0.089,0.09,2.258
0.075,0.03,-0.045,-0.0525,0.06,-0.0075,0.194,-0.041,0.085,0.084,0.09,2.242
0.074,0.029,-0.045,-0.0515,0.0595,-0.007999999999999997,0.196,-0.039,0.085,0.085,0.09,2.227
0.07,0.025,-0.045,-0.0475,0.05750000000000001,-0.010000000000000002,0.2,-0.035,0.085,0.085,0.09,2.215
0.07,0.025,-0.045,-0.0475,0.05750000000000001,-0.010000000000000002,0.199,-0.035,0.085,0.081,0.09,2.203
0.07,0.025,-0.045,-0.0475,0.05750000000000001,-0.010000000000000002,0.21,-0.032,0.085,0.08,0.09,2.191
0.07,0.025,-0.045,-0.0475,0.05750000000000001,-0.010000000000000002,0.215,-0.03,0.085,0.08,0.09,2.179
0.07,0.025,-0.045,-0.0475,0.05750000000000001,-0.010000000000000002,0.209,-0.029,0.085,0.08,0.09,2.167
0.07,0.025,-0.045,-0.0475,0.05750000000000001,-0.010000000000000002,0.21,-0.025,0.085,0.08,0.09,2.155
0.066,0.021,-0.045,-0.043500000000000004,0.0555,-0.012,0.21,-0.025,0.085,0.076,0.09,2.139
0.065,0.02,-0.045,-0.0425,0.055,-0.0125,0.21,-0.026,0.085,0.075,0.09,2.123
0.065,0.02,-0.045,-0.0425,0.055,-0.0125,0.21,-0.023,0.084,0.075,0.09,2.107
0.065,0.02,-0.045,-0.0425,0.055,-0.0125,0.209,-0.02,0.087,0.075,0.09,2.091
0.065,0.02,-0.045,-0.0425,0.055,-0.0125,0.205,-0.02,0.1,0.075,0.09,2.075
0.064,0.02,-0.044,-0.042,0.054,-0.012,0.205,-0.016,0.105,0.071,0.086,2.059
0.076,0.021,-0.055,-0.0485,0.0655,-0.016999999999999998,0.205,-0.015,0.105,0.069,0.085,2.043
0.093,0.018,-0.075,-0.0555,0.084,-0.0285,0.206,-0.013,0.105,0.071,0.085,2.027
0.1,0.015,-0.085,-0.0575,0.0925,-0.035,0.204,-0.01,0.105,0.069,0.085,2.011
0.095,0.015,-0.08,-0.055,0.0875,-0.0325,0.205,-0.01,0.105,0.065,0.085,1.995
0.094,0.015,-0.08,-0.0545,0.0865,-0.032,0.225,-0.006,0.105,0.065,0.085,1.979
0.096,0.016,-0.081,-0.056,0.088,-0.032,0.235,-0.005,0.105,0.065,0.082,1.966
0.091,0.013,-0.078,-0.052,0.08449999999999999,-0.0325,0.235,-0.003,0.105,0.065,0.079,1.952
0.084,0.01,-0.075,-0.047,0.079,-0.032,0.235,0.0,0.105,0.064,0.08,1.937
0.085,0.01,-0.075,-0.0475,0.08,-0.0325,0.235,0.0,0.105,0.06,0.08,1.925
0.085,0.01,-0.075,-0.0475,0.08,-0.0325,0.235,0.004,0.105,0.06,0.08,1.909
0.086,0.011,-0.076,-0.048499999999999995,0.08049999999999999,-0.032,0.235,0.005,0.105,0.06,0.08,1.897
0.081,0.008,-0.073,-0.0445,0.077,-0.0325,0.235,0.007,0.105,0.06,0.08,1.88
0.074,0.005,-0.07,-0.0395,0.0715,-0.032,0.235,0.01,0.105,0.061,0.079,1.853
0.075,0.005,-0.07,-0.04,0.0725,-0.0325,0.235,0.01,0.105,0.065,0.075,1.83
0.075,0.005,-0.07,-0.04,0.0725,-0.0325,0.235,0.014,0.105,0.065,0.075,1.818
0.075,0.005,-0.07,-0.04,0.0725,-0.0325,0.235,0.015,0.105,0.065,0.075,1.806
0.074,0.005,-0.068,-0.0395,0.0715,-0.032,0.235,0.017,0.105,0.065,0.075,1.793
0.069,0.004,-0.065,-0.036500000000000005,0.067,-0.030500000000000003,0.235,0.02,0.105,0.065,0.075,1.783
0.065,0.0,-0.065,-0.0325,0.065,-0.0325,0.235,0.02,0.105,0.065,0.075,1.775
0.065,0.0,-0.065,-0.0325,0.065,-0.0325,0.239,0.024,0.105,0.065,0.071,1.759
0.062,0.0,-0.062,-0.031,0.062,-0.031,0.24,0.025,0.104,0.065,0.07,1.743
0.06,0.0,-0.06,-0.03,0.06,-0.03,0.24,0.027,0.107,0.065,0.07,1.727
0.059,-0.001,-0.06,-0.028999999999999998,0.0595,-0.0305,0.24,0.03,0.11,0.065,0.07,1.711
0.055,-0.005,-0.06,-0.025,0.0575,-0.0325,0.24,0.03,0.11,0.065,0.07,1.695
0.055,-0.005,-0.06,-0.025,0.0575,-0.0325,0.24,0.034,0.114,0.069,0.07,1.679
0.052,-0.005,-0.057,-0.0235,0.0545,-0.031,0.24,0.035,0.115,0.07,0.069,1.663
0.049,-0.005,-0.054,-0.022000000000000002,0.051500000000000004,-0.029500000000000002,0.24,0.037,0.117,0.07,0.072,1.647
0.05,-0.005,-0.055,-0.022500000000000003,0.052500000000000005,-0.030000000000000002,0.24,0.04,0.12,0.07,0.075,1.631
0.05,-0.005,-0.055,-0.022500000000000003,0.052500000000000005,-0.030000000000000002,0.24,0.04,0.12,0.07,0.075,1.615
0.046,-0.009,-0.055,-0.0185,0.050499999999999996,-0.032,0.24,0.044,0.124,0.07,0.075,1.599
0.045,-0.01,-0.055,-0.017499999999999998,0.049999999999999996,-0.0325,0.24,0.045,0.126,0.07,0.075,1.586
0.045,-0.01,-0.055,-0.017499999999999998,0.049999999999999996,-0.0325,0.24,0.047,0.124,0.07,0.075,1.572
0.045,-0.01,-0.055,-0.017499999999999998,0.049999999999999996,-0.0325,0.241,0.05,0.126,0.07,0.075,1.557
0.045,-0.01,-0.055,-0.017499999999999998,0.049999999999999996,-0.0325,0.245,0.05,0.13,0.07,0.075,1.545
0.043,-0.01,-0.053,-0.016499999999999997,0.047999999999999994,-0.0315,0.249,0.054,0.13,0.07,0.075,1.533
0.057,-0.009,-0.067,-0.024,0.0615,-0.0375,0.254,0.055,0.129,0.073,0.075,1.523
0.067,-0.012,-0.079,-0.027500000000000004,0.07300000000000001,-0.0455,0.255,0.055,0.134,0.075,0.075,1.517
0.065,-0.015,-0.08,-0.025,0.07250000000000001,-0.0475,0.256,0.063,0.149,0.076,0.075,1.507
0.065,-0.015,-0.08,-0.025,0.07250000000000001,-0.0475,0.26,0.075,0.16,0.08,0.075,1.495
0.065,-0.015,-0.08,-0.025,0.07250000000000001,-0.0475,0.258,0.074,0.154,0.078,0.075,1.487
0.065,-0.015,-0.08,-0.025,0.07250000000000001,-0.0475,0.276,0.084,0.167,0.093,0.075,1.48
0.065,-0.015,-0.08,-0.025,0.07250000000000001,-0.0475,0.286,0.09,0.176,0.1,0.075,1.469
0.065,-0.015,-0.08,-0.025,0.07250000000000001,-0.0475,0.278,0.083,0.168,0.094,0.075,1.458
0.065,-0.015,-0.08,-0.025,0.07250000000000001,-0.0475,0.275,0.08,0.165,0.095,0.075,1.45
0.061,-0.019,-0.08,-0.020999999999999998,0.0705,-0.0495,0.271,0.08,0.161,0.096,0.075,1.438
0.06,-0.02,-0.08,-0.019999999999999997,0.06999999999999999,-0.05,0.267,0.077,0.156,0.092,0.075,1.429
0.06,-0.02,-0.08,-0.019999999999999997,0.06999999999999999,-0.05,0.262,0.075,0.155,0.089,0.075,1.419
0.06,-0.02,-0.08,-0.019999999999999997,0.06999999999999999,-0.05,0.26,0.075,0.154,0.09,0.075,1.408
0.06,-0.02,-0.08,-0.019999999999999997,0.06999999999999999,-0.05,0.26,0.07,0.15,0.09,0.075,1.4
0.06,-0.02,-0.08,-0.019999999999999997,0.06999999999999999,-0.05,0.252,0.065,0.146,0.086,0.079,1.392
0.063,-0.021,-0.083,-0.020999999999999998,0.0735,-0.052500000000000005,0.246,0.065,0.142,0.085,0.08,1.386
0.067,-0.018,-0.086,-0.0245,0.076,-0.051500000000000004,0.243,0.063,0.137,0.085,0.08,1.384
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.239,0.06,0.135,0.085,0.088,1.378
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.235,0.06,0.135,0.085,0.1,1.37
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.231,0.052,0.123,0.077,0.096,1.366
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.227,0.047,0.113,0.069,0.094,1.362
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.223,0.041,0.107,0.061,0.096,1.358
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.219,0.034,0.097,0.053,0.094,1.354
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.215,0.03,0.085,0.045,0.09,1.35
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.211,0.022,0.077,0.037,0.09,1.346
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.21,0.017,0.069,0.029,0.09,1.342
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.209,0.012,0.061,0.021,0.09,1.338
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.204,0.003,0.053,0.013,0.089,1.334
0.07,-0.015,-0.085,-0.027500000000000004,0.07750000000000001,-0.05,0.2,-0.005,0.045,0.005,0.085,1.33
0.066,-0.015,-0.081,-0.025500000000000002,0.07350000000000001,-0.048,0.2,-0.013,0.037,-0.003,0.085,1.322
0.065,-0.012,-0.077,-0.026500000000000003,0.07100000000000001,-0.0445,0.198,-0.021,0.029,-0.011,0.085,1.313
0.08,-0.009,-0.089,-0.035500000000000004,0.0845,-0.049,0.192,-0.029,0.021,-0.019,0.085,1.308
0.098,-0.01,-0.108,-0.044000000000000004,0.10300000000000001,-0.059000000000000004,0.19,-0.036,0.014,-0.027,0.084,1.303
0.1,-0.01,-0.11,-0.045000000000000005,0.10500000000000001,-0.060000000000000005,0.19,-0.04,0.01,-0.03,0.08,1.295
0.1,-0.01,-0.11,-0.045000000000000005,0.10500000000000001,-0.060000000000000005,0.186,-0.044,0.006,-0.024,0.08,1.287
0.1,-0.01,-0.11,-0.045000000000000005,0.10500000000000001,-0.060000000000000005,0.185,-0.051,0.001,-0.036,0.081,1.282
0.1,-0.01,-0.11,-0.045000000000000005,0.10500000000000001,-0.060000000000000005,0.183,-0.058,0.0,-0.049,0.078,1.277
0.1,-0.01,-0.11,-0.045000000000000005,0.10500000000000001,-0.060000000000000005,0.179,-0.06,-0.001,-0.05,0.075,1.268
0.1,-0.01,-0.11,-0.045000000000000005,0.10500000000000001,-0.060000000000000005,0.18,-0.06,-0.005,-0.05,0.075,1.26
0.104,-0.01,-0.114,-0.047,0.109,-0.062,0.18,-0.06,-0.005,-0.054,0.075,1.256
0.106,-0.01,-0.115,-0.048,0.111,-0.063,0.177,-0.06,-0.008,-0.055,0.076,1.25
0.105,-0.01,-0.115,-0.0475,0.11,-0.0625,0.174,-0.06,-0.01,-0.057,0.073,1.24
0.105,-0.01,-0.115,-0.0475,0.11,-0.0625,0.175,-0.06,-0.01,-0.06,0.07,1.234
0.105,-0.01,-0.115,-0.0475,0.11,-0.0625,0.175,-0.06,-0.015,-0.06,0.07,1.23
0.097,-0.018,-0.115,-0.0395,0.106,-0.0665,0.171,-0.06,-0.02,-0.063,0.07,1.222
0.094,-0.024,-0.118,-0.035,0.106,-0.07100000000000001,0.169,-0.063,-0.02,-0.071,0.069,1.217
0.094,-0.026,-0.121,-0.034,0.107,-0.073,0.171,-0.066,-0.022,-0.078,0.072,1.211
0.088,-0.032,-0.12,-0.027999999999999997,0.104,-0.076,0.169,-0.065,-0.025,-0.08,0.075,1.204
0.08,-0.04,-0.12,-0.02,0.1,-0.08,0.165,-0.065,-0.025,-0.08,0.075,1.2
0.08,-0.044,-0.124,-0.018000000000000002,0.10200000000000001,-0.08399999999999999,0.165,-0.065,-0.029,-0.08,0.079,1.192
0.077,-0.048,-0.125,-0.014499999999999999,0.101,-0.0865,0.162,-0.065,-0.03,-0.08,0.079,1.188
0.073,-0.052,-0.126,-0.010499999999999999,0.09899999999999999,-0.0885,0.159,-0.065,-0.032,-0.08,0.086,1.18
0.068,-0.055,-0.124,-0.006500000000000002,0.0955,-0.089,0.16,-0.065,-0.036,-0.08,0.096,1.167
0.07,-0.055,-0.125,-0.007500000000000003,0.0975,-0.09,0.16,-0.065,-0.035,-0.08,0.09,1.16
0.096,-0.055,-0.15,-0.0205,0.1235,-0.10300000000000001,0.156,-0.069,-0.035,-0.08,0.09,1.152
0.099,-0.055,-0.154,-0.022000000000000002,0.1265,-0.10450000000000001,0.154,-0.07,-0.038,-0.08,0.09,1.144
0.094,-0.055,-0.149,-0.0195,0.1215,-0.10200000000000001,0.156,-0.07,-0.041,-0.08,0.09,1.136
0.095,-0.055,-0.15,-0.02,0.1225,-0.10250000000000001,0.154,-0.07,-0.04,-0.08,0.09,1.128
0.095,-0.055,-0.15,-0.02,0.1225,-0.10250000000000001,0.15,-0.07,-0.04,-0.08,0.09,1.12
0.095,-0.055,-0.15,-0.02,0.1225,-0.10250000000000001,0.15,-0.07,-0.044,-0.08,0.086,1.112
0.095,-0.055,-0.15,-0.02,0.1225,-0.10250000000000001,0.151,-0.07,-0.045,-0.08,0.085,1.104
0.095,-0.055,-0.15,-0.02,0.1225,-0.10250000000000001,0.148,-0.07,-0.045,-0.08,0.085,1.096
0.095,-0.055,-0.15,-0.02,0.1225,-0.10250000000000001,0.145,-0.07,-0.045,-0.08,0.085,1.088
0.095,-0.055,-0.15,-0.02,0.1225,-0.10250000000000001,0.145,-0.07,-0.045,-0.08,0.085,1.08
0.091,-0.055,-0.146,-0.018,0.1185,-0.1005,0.145,-0.07,-0.045,-0.08,0.085,1.072
0.09,-0.055,-0.145,-0.017499999999999998,0.1175,-0.1,0.145,-0.07,-0.045,-0.08,0.086,1.064
0.09,-0.055,-0.145,-0.017499999999999998,0.1175,-0.1,0.145,-0.07,-0.045,-0.08,0.083,1.056
0.09,-0.055,-0.145,-0.017499999999999998,0.1175,-0.1,0.145,-0.069,-0.045,-0.08,0.08,1.048
0.09,-0.055,-0.145,-0.017499999999999998,0.1175,-0.1,0.145,-0.07,-0.045,-0.08,0.08,1.04
0.09,-0.055,-0.145,-0.017499999999999998,0.1175,-0.1,0.145,-0.087,-0.045,-0.08,0.08,1.032
0.09,-0.055,-0.145,-0.017499999999999998,0.1175,-0.1,0.142,-0.089,-0.043,-0.08,0.08,1.024
0.09,-0.055,-0.145,-0.017499999999999998,0.1175,-0.1,0.139,-0.084,-0.051,-0.08,0.08,1.016
0.089,-0.055,-0.144,-0.016999999999999998,0.11649999999999999,-0.0995,0.14,-0.085,-0.06,-0.08,0.079,1.009
0.085,-0.055,-0.14,-0.015000000000000003,0.1125,-0.0975,0.14,-0.085,-0.055,-0.08,0.075,1.005
0.085,-0.055,-0.14,-0.015000000000000003,0.1125,-0.0975,0.14,-0.085,-0.055,-0.076,0.075,0.997
0.085,-0.055,-0.14,-0.015000000000000003,0.1125,-0.0975,0.14,-0.085,-0.055,-0.075,0.075,0.989
0.085,-0.055,-0.14,-0.015000000000000003,0.1125,-0.0975,0.14,-0.085,-0.055,-0.075,0.075,0.981
0.085,-0.055,-0.14,-0.015000000000000003,0.1125,-0.0975,0.14,-0.085,-0.055,-0.075,0.075,0.973
0.085,-0.055,-0.14,-0.015000000000000003,0.1125,-0.0975,0.14,-0.085,-0.055,-0.075,0.075,0.965
0.085,-0.055,-0.14,-0.015000000000000003,0.1125,-0.0975,0.136,-0.081,-0.051,-0.075,0.073,0.957
0.085,-0.055,-0.14,-0.015000000000000003,0.1125,-0.0975,0.135,-0.08,-0.05,-0.075,0.09,0.95
0.084,-0.055,-0.139,-0.014500000000000002,0.1115,-0.097,0.135,-0.08,-0.05,-0.075,0.105,0.938
0.088,-0.054,-0.142,-0.016999999999999998,0.11499999999999999,-0.098,0.135,-0.08,-0.05,-0.074,0.105,0.921
0.095,-0.055,-0.15,-0.02,0.1225,-0.10250000000000001,0.135,-0.08,-0.05,-0.07,0.105,0.905
0.078,-0.072,-0.15,-0.0030000000000000027,0.11399999999999999,-0.11099999999999999,0.135,-0.08,-0.05,-0.07,0.105,0.889
0.076,-0.074,-0.15,-0.0010000000000000009,0.11299999999999999,-0.11199999999999999,0.135,-0.08,-0.051,-0.07,0.105,0.876
0.081,-0.069,-0.15,-0.005999999999999998,0.1155,-0.10950000000000001,0.135,-0.08,-0.048,-0.07,0.105,0.864
0.08,-0.07,-0.15,-0.0049999999999999975,0.115,-0.11000000000000001,0.135,-0.079,-0.045,-0.07,0.105,0.853
0.08,-0.07,-0.15,-0.0049999999999999975,0.115,-0.11000000000000001,0.135,-0.075,-0.045,-0.07,0.105,0.845
0.08,-0.07,-0.15,-0.0049999999999999975,0.115,-0.11000000000000001,0.139,-0.075,-0.045,-0.07,0.105,0.837
0.079,-0.071,-0.15,-0.0040000000000000036,0.11449999999999999,-0.11049999999999999,0.14,-0.075,-0.045,-0.071,0.105,0.829
0.082,-0.068,-0.15,-0.006999999999999999,0.116,-0.10900000000000001,0.142,-0.075,-0.045,-0.068,0.105,0.821
0.085,-0.065,-0.15,-0.010000000000000002,0.11750000000000001,-0.10750000000000001,0.145,-0.075,-0.044,-0.065,0.106,0.813
0.085,-0.065,-0.15,-0.010000000000000002,0.11750000000000001,-0.10750000000000001,0.145,-0.075,-0.04,-0.065,0.11,0.805
0.086,-0.065,-0.151,-0.010499999999999995,0.1185,-0.108,0.145,-0.075,-0.04,-0.065,0.11,0.797
0.079,-0.065,-0.145,-0.006999999999999999,0.1115,-0.10450000000000001,0.145,-0.075,-0.04,-0.065,0.11,0.788
0.105,-0.065,-0.169,-0.019999999999999997,0.1375,-0.1175,0.145,-0.075,-0.04,-0.065,0.11,0.783
0.138,-0.066,-0.204,-0.036000000000000004,0.171,-0.135,0.144,-0.074,-0.04,-0.065,0.11,0.779
0.125,-0.07,-0.195,-0.027499999999999997,0.16,-0.1325,0.145,-0.07,-0.04,-0.065,0.11,0.77
0.12,-0.071,-0.19,-0.0245,0.1555,-0.131,0.162,-0.07,-0.04,-0.065,0.11,0.761
0.12,-0.068,-0.187,-0.025999999999999995,0.154,-0.128,0.164,-0.067,-0.037,-0.066,0.11,0.758
0.105,-0.078,-0.183,-0.013499999999999998,0.144,-0.1305,0.159,-0.065,-0.034,-0.063,0.11,0.75
0.088,-0.091,-0.179,0.0015000000000000013,0.1335,-0.135,0.16,-0.064,-0.035,-0.06,0.11,0.737
0.09,-0.085,-0.175,-0.0024999999999999953,0.1325,-0.13,0.16,-0.06,-0.035,-0.06,0.11,0.73
0.086,-0.085,-0.171,-0.0004999999999999935,0.1285,-0.128,0.16,-0.06,-0.035,-0.06,0.114,0.722
0.082,-0.085,-0.167,0.0015000000000000013,0.1245,-0.126,0.16,-0.057,-0.032,-0.06,0.116,0.714
0.078,-0.085,-0.163,0.003500000000000003,0.1205,-0.124,0.16,-0.055,-0.029,-0.06,0.114,0.706
0.075,-0.085,-0.16,0.0050000000000000044,0.1175,-0.1225,0.16,-0.054,-0.03,-0.06,0.116,0.698
0.075,-0.085,-0.16,0.0050000000000000044,0.1175,-0.1225,0.16,-0.05,-0.03,-0.06,0.12,0.69
0.071,-0.085,-0.156,0.007000000000000006,0.11349999999999999,-0.1205,0.16,-0.05,-0.03,-0.06,0.12,0.682
0.066,-0.085,-0.151,0.009500000000000001,0.10850000000000001,-0.11800000000000001,0.16,-0.047,-0.027,-0.06,0.119,0.674
0.066,-0.085,-0.151,0.009500000000000001,0.10850000000000001,-0.11800000000000001,0.16,-0.045,-0.024,-0.06,0.122,0.666
0.062,-0.085,-0.147,0.011500000000000003,0.10450000000000001,-0.116,0.161,-0.044,-0.025,-0.06,0.125,0.658
0.055,-0.085,-0.14,0.015000000000000003,0.0975,-0.1125,0.165,-0.04,-0.025,-0.06,0.125,0.65
0.083,-0.085,-0.167,0.0010000000000000009,0.1255,-0.1265,0.164,-0.04,-0.025,-0.06,0.125,0.642
0.102,-0.086,-0.188,-0.008,0.145,-0.13699999999999998,0.171,-0.04,-0.026,-0.06,0.125,0.633
0.106,-0.083,-0.189,-0.011499999999999996,0.1475,-0.136,0.178,-0.04,-0.023,-0.06,0.125,0.629
0.105,-0.08,-0.184,-0.012499999999999997,0.145,-0.1325,0.18,-0.04,-0.02,-0.06,0.125,0.639
0.105,-0.08,-0.185,-0.012499999999999997,0.145,-0.1325,0.18,-0.04,-0.02,-0.06,0.125,0.655
0.105,-0.08,-0.185,-0.012499999999999997,0.145,-0.1325,0.18,-0.04,-0.02,-0.06,0.129,0.652
0.102,-0.08,-0.182,-0.010999999999999996,0.142,-0.131,0.18,-0.04,-0.021,-0.06,0.13,0.646
0.099,-0.08,-0.179,-0.009500000000000001,0.139,-0.1295,0.18,-0.04,-0.018,-0.06,0.132,0.645
0.1,-0.08,-0.18,-0.010000000000000002,0.14,-0.13,0.18,-0.04,-0.015,-0.06,0.135,0.644
0.1,-0.08,-0.18,-0.010000000000000002,0.14,-0.13,0.18,-0.04,-0.015,-0.06,0.135,0.64
0.096,-0.08,-0.176,-0.008,0.136,-0.128,0.18,-0.04,-0.015,-0.06,0.139,0.64
0.094,-0.08,-0.174,-0.006999999999999999,0.134,-0.127,0.178,-0.04,-0.015,-0.06,0.139,0.637
0.096,-0.08,-0.176,-0.008,0.136,-0.128,0.188,-0.04,-0.015,-0.06,0.145,0.635
0.094,-0.08,-0.174,-0.006999999999999999,0.134,-0.127,0.201,-0.04,-0.014,-0.06,0.157,0.635
0.09,-0.08,-0.17,-0.0049999999999999975,0.13,-0.125,0.195,-0.04,-0.01,-0.06,0.16,0.63
0.09,-0.08,-0.17,-0.0049999999999999975,0.13,-0.125,0.194,-0.04,-0.01,-0.064,0.16,0.625
0.088,-0.083,-0.171,-0.0024999999999999953,0.1295,-0.127,0.196,-0.04,-0.01,-0.068,0.16,0.625
0.083,-0.086,-0.168,0.0014999999999999944,0.126,-0.1275,0.193,-0.04,-0.01,-0.072,0.16,0.623
0.08,-0.085,-0.165,0.0025000000000000022,0.1225,-0.125,0.19,-0.04,-0.01,-0.075,0.16,0.62
0.08,-0.085,-0.165,0.0025000000000000022,0.1225,-0.125,0.19,-0.04,-0.01,-0.075,0.16,0.62
0.08,-0.085,-0.165,0.0025000000000000022,0.1225,-0.125,0.19,-0.04,-0.01,-0.075,0.16,0.616
0.077,-0.085,-0.162,0.0040000000000000036,0.1195,-0.1235,0.191,-0.04,-0.01,-0.075,0.159,0.615
0.074,-0.085,-0.159,0.005500000000000005,0.11649999999999999,-0.122,0.188,-0.04,-0.01,-0.075,0.162,0.612
0.075,-0.085,-0.16,0.0050000000000000044,0.1175,-0.1225,0.185,-0.04,-0.01,-0.075,0.165,0.603
0.075,-0.085,-0.16,0.0050000000000000044,0.1175,-0.1225,0.185,-0.04,-0.01,-0.075,0.165,0.6
0.071,-0.085,-0.156,0.007000000000000006,0.11349999999999999,-0.1205,0.185,-0.04,-0.01,-0.075,0.165,0.597
0.07,-0.085,-0.155,0.0075,0.11250000000000002,-0.12000000000000001,0.185,-0.04,-0.01,-0.075,0.165,0.589
0.07,-0.085,-0.155,0.0075,0.11250000000000002,-0.12000000000000001,0.183,-0.039,-0.01,-0.075,0.165,0.582
0.07,-0.085,-0.155,0.0075,0.11250000000000002,-0.12000000000000001,0.18,-0.043,-0.01,-0.075,0.165,0.579
0.07,-0.085,-0.155,0.0075,0.11250000000000002,-0.12000000000000001,0.18,-0.055,-0.01,-0.075,0.165,0.575
0.07,-0.089,-0.159,0.009499999999999995,0.1145,-0.124,0.18,-0.051,-0.01,-0.075,0.165,0.571
0.07,-0.09,-0.16,0.009999999999999995,0.115,-0.125,0.177,-0.049,-0.01,-0.075,0.166,0.57
0.07,-0.09,-0.16,0.009999999999999995,0.115,-0.125,0.175,-0.051,-0.01,-0.075,0.178,0.57
0.07,-0.09,-0.16,0.009999999999999995,0.115,-0.125,0.175,-0.049,-0.01,-0.075,0.192,0.57
0.07,-0.09,-0.16,0.009999999999999995,0.115,-0.125,0.175,-0.045,-0.01,-0.075,0.195,0.57
0.07,-0.09,-0.16,0.009999999999999995,0.115,-0.125,0.175,-0.045,-0.01,-0.075,0.195,0.57
0.073,-0.09,-0.163,0.0085,0.118,-0.1265,0.172,-0.046,-0.01,-0.075,0.195,0.57
0.076,-0.09,-0.166,0.006999999999999999,0.121,-0.128,0.169,-0.043,-0.01,-0.075,0.195,0.57
0.075,-0.09,-0.165,0.0075,0.12,-0.1275,0.17,-0.04,-0.01,-0.075,0.195,0.57
0.075,-0.09,-0.165,0.0075,0.12,-0.1275,0.17,-0.04,-0.01,-0.075,0.195,0.57
0.075,-0.09,-0.165,0.0075,0.12,-0.1275,0.17,-0.04,-0.01,-0.075,0.195,0.57
0.075,-0.09,-0.164,0.0075,0.12,-0.1275,0.167,-0.037,-0.01,-0.075,0.194,0.57
0.076,-0.09,-0.167,0.006999999999999999,0.121,-0.128,0.164,-0.034,-0.01,-0.075,0.197,0.57
0.081,-0.089,-0.17,0.003999999999999997,0.1255,-0.1295,0.165,-0.035,-0.01,-0.075,0.2,0.569
0.085,-0.085,-0.17,-0.0,0.1275,-0.1275,0.165,-0.035,-0.01,-0.075,0.2,0.565
0.085,-0.085,-0.17,-0.0,0.1275,-0.1275,0.165,-0.031,-0.01,-0.071,0.2,0.565
0.085,-0.085,-0.17,-0.0,0.1275,-0.1275,0.165,-0.029,-0.01,-0.069,0.2,0.565
0.085,-0.085,-0.17,-0.0,0.1275,-0.1275,0.165,-0.031,-0.01,-0.071,0.2,0.565
0.086,-0.084,-0.17,-0.000999999999999994,0.128,-0.127,0.165,-0.029,-0.01,-0.069,0.2,0.565
0.09,-0.08,-0.17,-0.0049999999999999975,0.13,-0.125,0.165,-0.025,-0.01,-0.065,0.2,0.565
0.09,-0.08,-0.17,-0.0049999999999999975,0.13,-0.125,0.165,-0.025,-0.01,-0.065,0.2,0.565
0.09,-0.08,-0.17,-0.0049999999999999975,0.13,-0.125,0.165,-0.026,-0.01,-0.066,0.203,0.565
0.089,-0.08,-0.17,-0.004499999999999997,0.129,-0.1245,0.165,-0.023,-0.01,-0.063,0.205,0.565
0.092,-0.079,-0.171,-0.006499999999999999,0.1315,-0.125,0.165,-0.02,-0.01,-0.06,0.206,0.565
0.1,-0.075,-0.175,-0.012500000000000004,0.1375,-0.125,0.165,-0.02,-0.01,-0.06,0.21,0.565
0.1,-0.075,-0.175,-0.012500000000000004,0.1375,-0.125,0.165,-0.02,-0.01,-0.06,0.21,0.565
0.1,-0.075,-0.175,-0.012500000000000004,0.1375,-0.125,0.165,-0.019,-0.01,-0.057,0.213,0.565
0.1,-0.075,-0.175,-0.012500000000000004,0.1375,-0.125,0.165,-0.022,-0.01,-0.054,0.215,0.565
0.1,-0.075,-0.175,-0.012500000000000004,0.1375,-0.125,0.165,-0.025,-0.01,-0.055,0.216,0.564
